2026/04/10 23:54:57 INFO CORS configuration loaded allowed_origins="[http://localhost:5173 http://127.0.0.1:5173]"
2026/04/10 23:54:57 INFO starting backend server address=:3000 environment=development
2026/04/10 23:55:21 INFO request completed request_id=9de9a9f6-15e7-4ee3-938f-ee9ea9de33d2 method=GET path=/api/health status=200 latency_ms=0 ip=127.0.0.1 origin=""
2026/04/10 23:55:43 WARN request completed request_id=91eaf08c-f42b-4990-9113-897d4e7d0ef6 method=GET path=/api/auth/me status=401 latency_ms=0 ip=127.0.0.1 origin=""
2026/04/10 23:55:43 INFO request completed request_id=3a6bc1df-89ca-42d9-a168-e4b6494dc03b method=GET path="/api/posts?page=1&limit=20" status=200 latency_ms=593 ip=127.0.0.1 origin=""
2026/04/10 23:56:04 INFO request completed request_id=f705a927-0335-45c8-bf79-401216977908 method=GET path="/api/posts?page=1&limit=20" status=200 latency_ms=265 ip=127.0.0.1 origin=""
2026/04/11 00:03:13 INFO request completed request_id=53e4ded0-0f89-44e0-993f-0c06a259620b method=GET path="/api/posts?page=1&limit=20" status=200 latency_ms=251 ip=127.0.0.1 origin=""
2026/04/11 00:08:42 INFO request completed request_id=58383c25-1dd0-4467-bf1a-f333927071b7 method=POST path=/api/auth/login status=200 latency_ms=670 ip=127.0.0.1 origin=http://localhost:5173
2026/04/11 00:08:42 INFO request completed request_id=3e133587-57dc-4d8f-b875-c101ae595604 method=GET path="/api/posts?page=1&limit=20" status=200 latency_ms=81 ip=127.0.0.1 origin=""
2026/04/11 00:09:56 INFO request completed request_id=61253f06-d041-42d7-922e-e762eb4aa184 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=234 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:09:58 INFO request completed request_id=3742afc8-36f3-4e61-bdef-ad87db450ae4 method=GET path="/api/messages/conversations?page=1&limit=20" status=200 latency_ms=188 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:09:58 INFO request completed request_id=1db65432-1d94-48b6-98cf-46e6e09e00f4 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=350 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:09:58 INFO request completed request_id=781529d0-275f-4427-a9d5-c2176c4a39ce method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=232 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:00 INFO request completed request_id=b9cfa0bc-83bd-4468-a75f-19468cf1def6 method=GET path="/api/messages/conversations?page=1&limit=20" status=200 latency_ms=177 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:01 INFO request completed request_id=fb5a394b-9952-47f4-ab58-e3c9fbd828a5 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=335 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:01 INFO request completed request_id=7c7a1166-0820-4151-ab1d-66798db41220 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=254 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:03 INFO request completed request_id=6631b126-828f-4d91-9234-9fdd6ae58641 method=GET path="/api/messages/conversations?page=1&limit=20" status=200 latency_ms=174 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:03 INFO request completed request_id=5cc887b0-b44f-4d7a-b198-c8ac75ede41f method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=374 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:03 INFO request completed request_id=3f7b1152-1f1d-49e3-aca8-a29507c7111c method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=273 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:05 INFO request completed request_id=5c1cf0f7-51fc-4b7a-9559-4ceada93453f method=GET path="/api/messages/conversations?page=1&limit=20" status=200 latency_ms=162 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:06 INFO request completed request_id=d4bf288b-76dd-4fa4-81b8-27ede8bae03a method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=354 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:06 INFO request completed request_id=0113b616-14d2-48df-bd42-ee4cd8d37628 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=245 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:08 INFO request completed request_id=00b4b6cc-4d44-45fc-af4c-84521b592d2c method=GET path="/api/messages/conversations?page=1&limit=20" status=200 latency_ms=173 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:08 INFO request completed request_id=c1859bcf-9d74-483c-b48c-ead85ecc11ec method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=347 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:08 INFO request completed request_id=70b55023-a40d-41ef-a5d1-8cb0360352aa method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=262 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:10 INFO request completed request_id=8af389d9-b1b2-4c69-bcd5-a45c726a248a method=GET path="/api/messages/conversations?page=1&limit=20" status=200 latency_ms=191 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:11 INFO request completed request_id=0bbe088e-4231-425c-88fb-d8c8f8d208cb method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=352 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:11 INFO request completed request_id=5b6bf3e4-c6fc-441f-b08c-b4a4643d6d32 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=234 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:13 INFO request completed request_id=425c71f0-b0ba-4010-9fe5-5c6d46e31aa0 method=GET path="/api/messages/conversations?page=1&limit=20" status=200 latency_ms=183 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:13 INFO request completed request_id=0563e8fd-5a9b-4a34-af45-8e668d6f5046 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=342 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:13 INFO request completed request_id=aa72afc2-b2d5-4fd1-977e-d993d10171e7 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=253 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:15 INFO request completed request_id=9ba0e344-6313-4589-af5f-43dcab10b0b0 method=GET path="/api/messages/conversations?page=1&limit=20" status=200 latency_ms=186 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:16 INFO request completed request_id=c329526a-ef35-456e-97b8-c707bdd321ce method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=494 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:16 INFO request completed request_id=fc3d6dac-a53b-4079-acc4-bf8c688dbc88 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=247 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:18 INFO request completed request_id=92dbec85-6374-4783-9560-8682496f32a7 method=GET path="/api/messages/conversations?page=1&limit=20" status=200 latency_ms=190 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:18 INFO request completed request_id=ce72a784-f061-4051-8759-f28e1344bc5b method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=367 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:18 INFO request completed request_id=c895ddc4-9932-4878-ba17-d6e5e4c05ac5 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=256 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:21 INFO request completed request_id=dbbc781f-829d-4cfd-8245-908b32444393 method=GET path="/api/messages/conversations?page=1&limit=20" status=200 latency_ms=209 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:21 INFO request completed request_id=293fba77-584f-4c72-8c9a-48f538815d56 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=455 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:21 INFO request completed request_id=24d667c0-16b3-42f6-bc81-b29d2b300517 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=441 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:23 INFO request completed request_id=192c82dc-5cdb-4e92-9dbb-7ddf0f1acd98 method=GET path="/api/messages/conversations?page=1&limit=20" status=200 latency_ms=151 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:23 INFO request completed request_id=8e954c48-1b85-40d2-840d-470079aa3758 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=328 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:23 INFO request completed request_id=9a64fc91-c856-40e0-9f99-3246e8b756e4 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=236 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:26 INFO request completed request_id=027e85d8-1286-4151-a3d1-0051c9f8f4e6 method=GET path="/api/messages/conversations?page=1&limit=20" status=200 latency_ms=181 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:26 INFO request completed request_id=13b0e010-5e83-41dc-ae47-60002f0c3900 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=366 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:26 INFO request completed request_id=8099a508-42d0-4c69-beee-298d01c11eb4 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=271 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:28 INFO request completed request_id=3beefb1d-5152-41e3-9223-ab3aaf486e36 method=GET path="/api/messages/conversations?page=1&limit=20" status=200 latency_ms=189 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:28 INFO request completed request_id=4f38c2d7-efb4-4581-8417-3c91dc7a86b1 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=387 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:29 INFO request completed request_id=58c3c519-0c5a-4b2a-beaf-686a11805b2e method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=308 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:31 INFO request completed request_id=8d86c57c-e4a3-4dc6-b352-2738d870431c method=GET path="/api/messages/conversations?page=1&limit=20" status=200 latency_ms=177 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:31 INFO request completed request_id=4bd6e3db-9083-4d96-99f7-6d603b95e709 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=377 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:31 INFO request completed request_id=731cb47a-2a92-4010-b8ad-d2e7ce280ba3 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=274 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:33 INFO request completed request_id=003db2b2-4d7d-4c57-aa07-af76e284f0d8 method=GET path="/api/messages/conversations?page=1&limit=20" status=200 latency_ms=179 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:33 INFO request completed request_id=fc09ae0e-7968-4afd-a9ae-c2289cd376db method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=378 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:34 INFO request completed request_id=871efacc-1f66-46f3-8da3-241111522e06 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=283 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:36 INFO request completed request_id=e338a26e-86b8-4502-8f19-975faeb61d4e method=GET path="/api/messages/conversations?page=1&limit=20" status=200 latency_ms=183 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:36 INFO request completed request_id=60caebea-1722-4981-8c36-b18c0cb748c2 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=345 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:36 INFO request completed request_id=cd5f346e-1439-40e3-a23c-f38de2fbd058 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=291 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:38 INFO request completed request_id=785173c7-5cf7-49f2-a69a-0763db1202ea method=GET path="/api/messages/conversations?page=1&limit=20" status=200 latency_ms=185 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:38 INFO request completed request_id=332ee8d5-1ca8-4e75-a66d-2465e0eebf96 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=369 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:39 INFO request completed request_id=0814930f-69e6-49ef-a46c-d18dd3f9c74b method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=254 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:41 INFO request completed request_id=74afe351-a11b-4389-b711-4ffa6d51cbe2 method=GET path="/api/messages/conversations?page=1&limit=20" status=200 latency_ms=191 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:41 INFO request completed request_id=61e3d38b-ad79-4df5-9321-d5e67733ae12 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=374 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:41 INFO request completed request_id=de53bbfd-a5e4-4ac5-9461-a3ec319cb28b method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=253 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:43 INFO request completed request_id=60a3acc8-df29-4b9b-bf2d-3171d1da2253 method=GET path="/api/messages/conversations?page=1&limit=20" status=200 latency_ms=204 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:43 INFO request completed request_id=263b48a5-9ead-4647-b4e7-0f6cb1761f7a method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=396 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:44 INFO request completed request_id=6c645445-1763-474d-b95b-207fee629f9c method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=275 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:46 INFO request completed request_id=4f7e8713-d33a-45cf-9aa1-e643e9fe8d2d method=GET path="/api/messages/conversations?page=1&limit=20" status=200 latency_ms=191 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:46 INFO request completed request_id=b43878cb-5716-416f-a5e0-03148b9a1bf6 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=384 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:46 INFO request completed request_id=b5b14a90-a234-4440-93d9-244fc3f24859 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=235 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:48 INFO request completed request_id=18e3985b-55e5-4909-805d-85afc5ff8a42 method=GET path="/api/messages/conversations?page=1&limit=20" status=200 latency_ms=188 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:48 INFO request completed request_id=00345140-6019-413b-a5ad-c1ca9cb5ca0d method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=388 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:49 INFO request completed request_id=f5e353ac-86f8-48ef-8f05-72a4f3773e55 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=286 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:51 INFO request completed request_id=65e61e7c-c742-468f-ba6e-e58c87b2d889 method=GET path="/api/messages/conversations?page=1&limit=20" status=200 latency_ms=176 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:51 INFO request completed request_id=c4c903aa-42ed-45eb-b155-1cedf4ed052b method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=363 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:51 INFO request completed request_id=0b18c907-1f80-41d7-b976-fe9c59637538 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=267 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:53 INFO request completed request_id=a0e77876-539d-4b60-a3dc-a93efc9d64e6 method=GET path="/api/messages/conversations?page=1&limit=20" status=200 latency_ms=190 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:53 INFO request completed request_id=47fbc32a-3b14-40a2-82f5-1898d858694f method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=395 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:54 INFO request completed request_id=e84232c4-af92-4055-afe9-d6fb77747e3f method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=267 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:56 INFO request completed request_id=581ee7ff-d15b-47b2-8366-260bcd63ccfe method=GET path="/api/messages/conversations?page=1&limit=20" status=200 latency_ms=182 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:56 INFO request completed request_id=b9eb717a-a7ae-43ee-b1f8-7a7402996307 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=376 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:56 INFO request completed request_id=f799f92e-b50c-4cb3-be73-058296d18699 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=275 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:58 INFO request completed request_id=1af5c648-dcc7-49dd-9ee9-008e66aba437 method=GET path="/api/messages/conversations?page=1&limit=20" status=200 latency_ms=169 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:58 INFO request completed request_id=13ea6269-44a7-4ceb-b92e-f2993a927a4b method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=340 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:10:59 INFO request completed request_id=2ad9486d-a5bf-4027-9238-5967e0d10506 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=236 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:01 INFO request completed request_id=97e575bb-26e7-4035-98f5-07d1d35e07a3 method=GET path="/api/messages/conversations?page=1&limit=20" status=200 latency_ms=173 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:01 INFO request completed request_id=baacca5d-fcbd-4020-b122-663f3c2dac3c method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=325 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:01 INFO request completed request_id=d4735343-a20f-4598-a806-3a1358f2a6b5 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=210 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:03 INFO request completed request_id=efdfa93d-b982-4fc5-9451-0912972b19a1 method=GET path="/api/messages/conversations?page=1&limit=20" status=200 latency_ms=161 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:03 INFO request completed request_id=837189ac-b862-4af3-a7f6-ff8c050269f0 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=322 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:04 INFO request completed request_id=ac55107f-d3f4-49b1-890d-18abd82b8852 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=193 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:06 INFO request completed request_id=c7e85254-141f-44a1-b727-e505749c533e method=GET path="/api/messages/conversations?page=1&limit=20" status=200 latency_ms=141 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:06 INFO request completed request_id=647c5d33-340a-40f5-a8d2-cc8b7d597702 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=316 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:06 INFO request completed request_id=c33f0676-8018-4220-84ff-e524b231d757 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=218 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:08 INFO request completed request_id=cd27153e-77a7-40d8-814b-c4a8832742f5 method=GET path="/api/messages/conversations?page=1&limit=20" status=200 latency_ms=168 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:08 INFO request completed request_id=03bd5c05-fe5a-400c-87e4-b48fae1d706b method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=289 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:09 INFO request completed request_id=588ebfff-0d50-422b-a0db-faff99b1e987 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=216 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
